Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,year,Month,Alert Criteria,Event Month
08/24/2021,17:00:00,08/26/2021,14:07:00,"Michigan: Arenac County, Bay County, Clare County, Genesee County, Gladwin County, Gratiot County, Isabella County, Iosco County, Kalamazoo County, Kent County, Barry County, Missaukee County, Montcalm County, Muskegon County, Newaygo County, Mecosta County, Midland County, Saginaw County, Ottawa County, Van Buren County;",RF,Severe Weather,Unknown,84987,2021,August,"Loss of electric service to more than 50,000 customers for 1 hour or more",
08/27/2021,06:16:00,08/27/2021,10:14:00,Arkansas: Pulaski County;,SERC,Suspicious Activity,0,0,2021,August,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
08/29/2021,11:30:00,Unknown,Unknown,Louisiana:,SERC,Severe Weather,Unknown,Unknown,2021,August,"Loss of electric service to more than 50,000 customers for 1 hour or more",
08/29/2021,18:04:00,08/31/2021,22:36:00,Louisiana: St. Charles Parish;,SERC,Severe Weather,Unknown,Unknown,2021,August,Complete loss of off-site power (LOOP) affecting a nuclear generating station per the Nuclear Plant Interface Requirements.,
08/29/2021,18:00:00,09/03/2021,13:41:00,Louisiana:,SERC,Severe Weather,Unknown,91315,2021,August,"Loss of electric service to more than 50,000 customers for 1 hour or more",
08/29/2021,22:39:00,09/03/2021,08:38:00,Louisiana:,SERC,Severe Weather,Unknown,50000,2021,August,"Loss of electric service to more than 50,000 customers for 1 hour or more",
08/29/2021,20:25:00,Unknown,Unknown,New York:,NPCC,Transmission Interruption,796,0,2021,August,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
08/29/2021,09:32:00,08/29/2021,21:32:00,Louisiana: Pointe Coupee Parish;,SERC,Transmission Interruption,Unknown,Unknown,2021,August,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
08/29/2021,17:53:00,Unknown,Unknown,Louisiana:,SERC,Severe Weather,Unknown,Unknown,2021,August,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,
08/30/2021,21:17:00,09/01/2021,15:19:00,Florida: Leon County;,SERC,Actual Physical Attack,0,0,2021,August,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
09/01/2021,06:22:00,09/01/2021,15:56:00,California: Santa Clara County;,WECC,Vandalism,0,0,2021,September,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
09/01/2021,17:30:00,09/02/2021,02:00:00,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;",RF,Severe Weather,Unknown,252740,2021,September,"Loss of electric service to more than 50,000 customers for 1 hour or more",
09/02/2021,14:07:00,09/02/2021,14:10:00,Texas: Williamson County;,TRE,Suspicious Activity,0,0,2021,September,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
09/07/2021,17:30:00,09/09/2021,09:00:00,"Michigan: Osceola County, Kalamazoo County, Van Buren County, Saginaw County, Arenac County, Lake County, Clare County, Mecosta County;",RF,Severe Weather,Unknown,80000,2021,September,"Loss of electric service to more than 50,000 customers for 1 hour or more",
09/07/2021,20:00:00,09/09/2021,07:00:00,Michigan: Wayne County;,RF,Severe Weather,Unknown,60000,2021,September,"Loss of electric service to more than 50,000 customers for 1 hour or more",
09/08/2021,12:15:00,09/08/2021,12:38:00,North Dakota: Cass County;,MRO,Transmission Interruption,37,1,2021,September,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
09/09/2021,16:00:00,09/09/2021,17:30:00,California:,WECC,Vandalism,0,0,2021,September,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
09/09/2021,17:00:00,09/09/2021,20:00:00,"Nevada: Clark County, Washoe County;",WECC,System Operations,8000,1300000,2021,September,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,
09/10/2021,11:17:00,09/10/2021,11:19:00,North Dakota: McKenzie County;,MRO,Transmission Interruption,6,1,2021,September,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
09/10/2021,14:05:00,Unknown,Unknown,Iowa: Polk County;,MRO,Vandalism,0,0,2021,September,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
09/10/2021,07:20:00,09/10/2021,09:05:00,California:,WECC,Severe Weather,89,59649,2021,September,"Loss of electric service to more than 50,000 customers for 1 hour or more",
09/10/2021,01:55:00,09/10/2021,02:04:00,Florida: Citrus County;,SERC,Severe Weather,75,Unknown,2021,September,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
09/11/2021,08:32:00,Unknown,Unknown,Texas: Austin County; California: Los Angeles County;,TRE/SERC,Actual Physical Attack,0,0,2021,September,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
09/13/2021,12:18:00,09/13/2021,13:15:00,Washington: Skagit County;,WECC,Transmission Interruption,0,0,2021,September,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
09/13/2021,23:59:00,Unknown,Unknown,Texas: Harris County;,TRE,Severe Weather,Unknown,204280,2021,September,"Loss of electric service to more than 50,000 customers for 1 hour or more",
09/13/2021,13:10:00,Unknown,Unknown,Texas: Midland County;,TRE,Transmission Interruption,0,0,2021,September,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
09/13/2021,18:00:00,09/14/2021,00:49:00,Texas: Harris County;,TRE,Severe Weather,Unknown,66589,2021,September,"Loss of electric service to more than 50,000 customers for 1 hour or more",
09/14/2021,00:35:00,09/18/2021,19:20:00,Texas: Harris County;,TRE,Severe Weather,1905,705415,2021,September,"Loss of electric service to more than 50,000 customers for 1 hour or more",
09/14/2021,07:36:00,09/15/2021,01:48:00,Texas:,TRE,Severe Weather,0,Unknown,2021,September,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,
09/14/2021,07:52:00,09/14/2021,22:44:00,Texas:,TRE,Severe Weather,0,Unknown,2021,September,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,
09/15/2021,22:42:00,09/16/2021,00:37:00,Texas: Kentucky: Arizona: New Mexico: Oregon: Washington:,TRE/SERC/WECC,System Operations,0,0,2021,September,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,
09/16/2021,14:49:00,09/16/2021,20:02:00,Oklahoma:,MRO/SERC,Transmission Interruption,100,4000,2021,September,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
09/16/2021,14:49:00,09/16/2021,20:02:00,Oklahoma:,MRO/SERC,Transmission Interruption,100,4000,2021,September,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",
09/17/2021,23:00:00,09/19/2021,12:00:00,"Washington: Pierce County, Whatcom County, Skagit County, King County;",WECC,Severe Weather/Transmission Interruption,Unknown,87000,2021,September,"Loss of electric service to more than 50,000 customers for 1 hour or more",
09/17/2021,03:50:00,09/18/2021,04:08:00,Indiana:,RF,Suspicious Activity,0,0,2021,September,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
09/17/2021,03:00:00,09/18/2021,22:00:00,Minnesota:,MRO,Severe Weather,Unknown,82000,2021,September,"Loss of electric service to more than 50,000 customers for 1 hour or more",
09/18/2021,04:30:00,09/18/2021,06:00:00,Indiana: Hamilton County;,RF,Suspicious Activity,0,0,2021,September,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
09/22/2021,17:17:00,Unknown,Unknown,"Michigan: Lenawee County, Livingston County, Genesee County, Tuscola County, Huron County, Sanilac County, Lapeer County, St. Clair County, Macomb County, Oakland County, Washtenaw County, Wayne County, Monroe County;",RF,Severe Weather,Unknown,136000,2021,September,"Loss of electric service to more than 50,000 customers for 1 hour or more",
09/22/2021,09:36:00,09/23/2021,11:45:00,California: Los Angeles County;,WECC,Vandalism,1,0,2021,September,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
09/28/2021,13:44:00,09/28/2021,13:56:00,Kentucky: Henderson County;,SERC,Transmission Interruption,20,5000,2021,September,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,
09/29/2021,11:48:00,09/29/2021,12:21:00,Missouri: Jackson County;,MRO/SERC,System Operations,150,0,2021,September,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,
10/03/2021,10:40:00,10/03/2021,11:54:00,Texas: Cameron County;,TRE,Suspicious Activity,0,0,2021,October,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",
10/04/2021,07:00:00,10/04/2021,08:00:00,Utah: Uintah County;,WECC,Vandalism,Unknown,0,2021,October,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
10/05/2021,11:31:00,10/05/2021,11:32:00,California: Santa Clara County;,WECC,Vandalism,0,0,2021,October,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
10/05/2021,11:31:00,10/05/2021,11:32:00,California: Santa Clara County;,WECC,Vandalism,0,0,2021,October,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,
10/07/2021,17:15:00,10/09/2021,18:15:00,Maryland: Baltimore County;,RF,Vandalism,0,0,2021,October,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
10/08/2021,06:30:00,10/08/2021,10:00:00,California: Contra Costa County;,WECC,Vandalism,0,0,2021,October,Damage or destruction of its Facility that results from actual or suspected intentional human action.,
10/08/2021,14:30:00,10/08/2021,18:32:00,Ohio: Cuyahoga County;,RF,System Operations,210,0,2021,October,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,
10/09/2021,17:01:00,10/10/2021,06:30:00,North Carolina:,SERC,System Operations,0,0,2021,October,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,
